Item,date_time,period_day,weekday_weekend
Coke,09-11-2016 12:20,afternoon,weekday
Soup,09-11-2016 12:20,afternoon,weekday
Bread,09-11-2016 12:22,afternoon,weekday
Brownie,09-11-2016 12:24,afternoon,weekday
Brownie,09-11-2016 12:33,afternoon,weekday
Bread,09-11-2016 12:33,afternoon,weekday
Coffee,09-11-2016 12:33,afternoon,weekday
Coffee,09-11-2016 12:38,afternoon,weekday
Pastry,09-11-2016 12:38,afternoon,weekday
Bread,09-11-2016 12:38,afternoon,weekday
Hearty & Seasonal,09-11-2016 12:38,afternoon,weekday
Bread,09-11-2016 12:50,afternoon,weekday
Coffee,09-11-2016 12:50,afternoon,weekday
Brownie,09-11-2016 12:50,afternoon,weekday
Coffee,09-11-2016 13:00,afternoon,weekday
Bread,09-11-2016 13:02,afternoon,weekday
Cookies,09-11-2016 13:02,afternoon,weekday
Fudge,09-11-2016 13:07,afternoon,weekday
Eggs,09-11-2016 13:07,afternoon,weekday
Bread,09-11-2016 13:15,afternoon,weekday
Bread,09-11-2016 13:16,afternoon,weekday
Muffin,09-11-2016 13:16,afternoon,weekday
Soup,09-11-2016 13:22,afternoon,weekday
Coffee,09-11-2016 13:24,afternoon,weekday
Bread Pudding,09-11-2016 13:24,afternoon,weekday
Bread,09-11-2016 13:44,afternoon,weekday
Tartine,09-11-2016 13:44,afternoon,weekday
Sandwich,09-11-2016 14:15,afternoon,weekday
Coffee,09-11-2016 14:15,afternoon,weekday
Fudge,09-11-2016 14:15,afternoon,weekday
Jam,09-11-2016 14:15,afternoon,weekday
Bread Pudding,09-11-2016 14:15,afternoon,weekday
Bread Pudding,09-11-2016 14:16,afternoon,weekday
Soup,09-11-2016 14:16,afternoon,weekday
Coffee,09-11-2016 14:16,afternoon,weekday
Hearty & Seasonal,09-11-2016 14:21,afternoon,weekday
Bread,09-11-2016 14:21,afternoon,weekday
Coffee,09-11-2016 14:26,afternoon,weekday
Coffee,09-11-2016 14:26,afternoon,weekday
Cookies,09-11-2016 14:26,afternoon,weekday
Coffee,09-11-2016 14:33,afternoon,weekday
Bread,09-11-2016 14:45,afternoon,weekday
Coffee,09-11-2016 15:17,afternoon,weekday
Bread,09-11-2016 15:17,afternoon,weekday
Soup,09-11-2016 15:17,afternoon,weekday
Soup,09-11-2016 15:22,afternoon,weekday
Tea,09-11-2016 15:22,afternoon,weekday
Focaccia,09-11-2016 15:22,afternoon,weekday
Coffee,09-11-2016 16:02,afternoon,weekday
My-5 Fruit Shoot,09-11-2016 16:02,afternoon,weekday
Cookies,09-11-2016 16:02,afternoon,weekday
Coffee,09-11-2016 16:31,afternoon,weekday
Coffee,09-11-2016 16:31,afternoon,weekday
Coffee,09-11-2016 18:04,evening,weekday
Sandwich,09-11-2016 18:04,evening,weekday
Tea,09-11-2016 18:04,evening,weekday
Scandinavian,09-11-2016 18:09,evening,weekday
Adjustment,09-11-2016 19:49,evening,weekday
Coffee,10-11-2016 08:51,morning,weekday
Medialuna,10-11-2016 08:52,morning,weekday
Coffee,10-11-2016 08:52,morning,weekday
Bread,10-11-2016 08:59,morning,weekday
Bread,10-11-2016 09:00,morning,weekday
Coffee,10-11-2016 09:06,morning,weekday
Pastry,10-11-2016 09:06,morning,weekday
Farm House,10-11-2016 09:12,morning,weekday
Medialuna,10-11-2016 09:15,morning,weekday
Brownie,10-11-2016 09:15,morning,weekday
Bread,10-11-2016 09:19,morning,weekday
Pastry,10-11-2016 09:19,morning,weekday
Brownie,10-11-2016 09:19,morning,weekday
Pastry,10-11-2016 09:24,morning,weekday
Bread,10-11-2016 09:24,morning,weekday
Cookies,10-11-2016 09:24,morning,weekday
Bread,10-11-2016 09:29,morning,weekday
Bread,10-11-2016 09:29,morning,weekday
Cookies,10-11-2016 09:32,morning,weekday
Pastry,10-11-2016 09:32,morning,weekday
Coffee,10-11-2016 09:32,morning,weekday
Juice,10-11-2016 09:32,morning,weekday
Pastry,10-11-2016 09:37,morning,weekday
Cookies,10-11-2016 09:37,morning,weekday
Coffee,10-11-2016 09:37,morning,weekday
Coffee,10-11-2016 09:38,morning,weekday
Medialuna,10-11-2016 09:38,morning,weekday
Bread,10-11-2016 09:48,morning,weekday
Tartine,10-11-2016 09:53,morning,weekday
Coffee,10-11-2016 09:53,morning,weekday
Coffee,10-11-2016 09:54,morning,weekday
Medialuna,10-11-2016 09:54,morning,weekday
Bread,10-11-2016 10:00,morning,weekday
Bread,10-11-2016 10:03,morning,weekday
Coffee,10-11-2016 10:03,morning,weekday
Alfajores,10-11-2016 10:03,morning,weekday
Cookies,10-11-2016 10:03,morning,weekday
Bread,10-11-2016 10:05,morning,weekday
Coffee,10-11-2016 10:05,morning,weekday
Coffee,10-11-2016 10:05,morning,weekday
Bread,10-11-2016 10:34,morning,weekday
Bread,10-11-2016 10:50,morning,weekday
Coffee,10-11-2016 10:50,morning,weekday
Tea,10-11-2016 10:50,morning,weekday
Keeping It Local,10-11-2016 10:50,morning,weekday
Jam,10-11-2016 10:50,morning,weekday
Cookies,10-11-2016 10:50,morning,weekday
Pastry,10-11-2016 10:51,morning,weekday
Coffee,10-11-2016 10:51,morning,weekday
Juice,10-11-2016 10:51,morning,weekday
Medialuna,10-11-2016 10:57,morning,weekday
Bread,10-11-2016 10:57,morning,weekday
Focaccia,10-11-2016 10:57,morning,weekday
Pastry,10-11-2016 10:58,morning,weekday
Medialuna,10-11-2016 10:58,morning,weekday
Coffee,10-11-2016 10:58,morning,weekday
Coffee,10-11-2016 11:10,morning,weekday
Coffee,10-11-2016 11:19,morning,weekday
Coffee,10-11-2016 11:23,morning,weekday
Cookies,10-11-2016 11:23,morning,weekday
Truffles,10-11-2016 11:23,morning,weekday
Brownie,10-11-2016 11:23,morning,weekday
Bread,10-11-2016 11:23,morning,weekday
Art Tray,10-11-2016 11:32,morning,weekday
Tea,10-11-2016 11:32,morning,weekday
Bread,10-11-2016 11:34,morning,weekday
Coffee,10-11-2016 11:46,morning,weekday
Coffee,10-11-2016 11:54,morning,weekday
Cookies,10-11-2016 11:54,morning,weekday
Brownie,10-11-2016 12:01,afternoon,weekday
Bread,10-11-2016 12:02,afternoon,weekday
Tea,10-11-2016 12:02,afternoon,weekday
Empanadas,10-11-2016 12:02,afternoon,weekday
Bread,10-11-2016 12:06,afternoon,weekday
Hot chocolate,10-11-2016 12:06,afternoon,weekday
Coffee,10-11-2016 12:08,afternoon,weekday
Cookies,10-11-2016 12:08,afternoon,weekday
Bread,10-11-2016 12:11,afternoon,weekday
Tartine,10-11-2016 12:35,afternoon,weekday
Sandwich,10-11-2016 12:35,afternoon,weekday
Tea,10-11-2016 12:35,afternoon,weekday
Bread,10-11-2016 12:35,afternoon,weekday
Soup,10-11-2016 12:38,afternoon,weekday
Sandwich,10-11-2016 12:38,afternoon,weekday
Bread,10-11-2016 12:38,afternoon,weekday
Soup,10-11-2016 12:42,afternoon,weekday
Bread,10-11-2016 12:42,afternoon,weekday
Fudge,10-11-2016 12:44,afternoon,weekday
Coffee,10-11-2016 13:05,afternoon,weekday
Coffee,10-11-2016 13:10,afternoon,weekday
Empanadas,10-11-2016 13:10,afternoon,weekday
Soup,10-11-2016 13:10,afternoon,weekday
Bread,10-11-2016 13:14,afternoon,weekday
Coffee,10-11-2016 13:14,afternoon,weekday
Brownie,10-11-2016 13:14,afternoon,weekday
Coffee,10-11-2016 13:24,afternoon,weekday
Smoothies,10-11-2016 13:24,afternoon,weekday
Juice,10-11-2016 13:24,afternoon,weekday
Soup,10-11-2016 13:24,afternoon,weekday
Hearty & Seasonal,10-11-2016 13:24,afternoon,weekday
Alfajores,10-11-2016 13:43,afternoon,weekday
Sandwich,10-11-2016 13:43,afternoon,weekday
Hot chocolate,10-11-2016 13:43,afternoon,weekday
Coffee,10-11-2016 13:43,afternoon,weekday
Scandinavian,10-11-2016 13:43,afternoon,weekday
Cookies,10-11-2016 13:43,afternoon,weekday
Tea,10-11-2016 13:52,afternoon,weekday
Coffee,10-11-2016 13:52,afternoon,weekday
Bread,10-11-2016 13:59,afternoon,weekday
Cookies,10-11-2016 13:59,afternoon,weekday
Alfajores,10-11-2016 14:04,afternoon,weekday
Cookies,10-11-2016 14:04,afternoon,weekday
Bread,10-11-2016 14:04,afternoon,weekday
Bread,10-11-2016 14:04,afternoon,weekday
Tea,10-11-2016 14:06,afternoon,weekday
Brownie,10-11-2016 14:06,afternoon,weekday
Tea,10-11-2016 14:08,afternoon,weekday
Bread,10-11-2016 14:08,afternoon,weekday
Coffee,10-11-2016 14:09,afternoon,weekday
Alfajores,10-11-2016 14:09,afternoon,weekday
Bread,10-11-2016 14:38,afternoon,weekday
Empanadas,10-11-2016 14:42,afternoon,weekday
Coffee,10-11-2016 14:42,afternoon,weekday
Bread,10-11-2016 15:01,afternoon,weekday
Coffee,10-11-2016 15:03,afternoon,weekday
Hot chocolate,10-11-2016 15:03,afternoon,weekday
Coffee,10-11-2016 15:10,afternoon,weekday
Coffee,10-11-2016 15:14,afternoon,weekday
Brownie,10-11-2016 15:14,afternoon,weekday
Tea,10-11-2016 15:22,afternoon,weekday
Hot chocolate,10-11-2016 15:22,afternoon,weekday
Brownie,10-11-2016 15:22,afternoon,weekday
Truffles,10-11-2016 15:22,afternoon,weekday
Coffee,10-11-2016 15:40,afternoon,weekday
Keeping It Local,10-11-2016 15:40,afternoon,weekday
Coffee,10-11-2016 15:54,afternoon,weekday
Alfajores,10-11-2016 16:04,afternoon,weekday
Scandinavian,10-11-2016 16:11,afternoon,weekday
Chimichurri Oil,10-11-2016 16:11,afternoon,weekday
Bread,10-11-2016 16:14,afternoon,weekday
Truffles,10-11-2016 16:14,afternoon,weekday
Brownie,10-11-2016 16:15,afternoon,weekday
Focaccia,10-11-2016 16:15,afternoon,weekday
Coffee,10-11-2016 16:17,afternoon,weekday
Bread,10-11-2016 16:17,afternoon,weekday
Coffee,10-11-2016 16:21,afternoon,weekday
Tea,10-11-2016 16:21,afternoon,weekday
Art Tray,10-11-2016 16:21,afternoon,weekday
Cookies,10-11-2016 16:21,afternoon,weekday
Coffee,10-11-2016 16:22,afternoon,weekday
Bread,10-11-2016 16:31,afternoon,weekday
Coffee,10-11-2016 17:23,evening,weekday
Alfajores,10-11-2016 17:23,evening,weekday
Alfajores,10-11-2016 17:23,evening,weekday
Coke,10-11-2016 17:23,evening,weekday
Bread,11-11-2016 08:23,morning,weekday
Bread,11-11-2016 08:23,morning,weekday
Bread,11-11-2016 08:26,morning,weekday
Pastry,11-11-2016 08:26,morning,weekday
Medialuna,11-11-2016 08:26,morning,weekday
Coffee,11-11-2016 08:26,morning,weekday
Coffee,11-11-2016 08:27,morning,weekday
Bread,11-11-2016 08:40,morning,weekday
Keeping It Local,11-11-2016 08:40,morning,weekday
Bread,11-11-2016 08:42,morning,weekday
Coffee,11-11-2016 08:53,morning,weekday
Scandinavian,11-11-2016 08:53,morning,weekday
Bread,11-11-2016 08:56,morning,weekday
Farm House,11-11-2016 08:56,morning,weekday
Pastry,11-11-2016 08:56,morning,weekday
Medialuna,11-11-2016 08:56,morning,weekday
Medialuna,11-11-2016 08:58,morning,weekday
Coffee,11-11-2016 09:08,morning,weekday
Bread,11-11-2016 09:11,morning,weekday
Farm House,11-11-2016 09:11,morning,weekday
Bread,11-11-2016 09:13,morning,weekday
Keeping It Local,11-11-2016 09:16,morning,weekday
Bread,11-11-2016 09:16,morning,weekday
Bread,11-11-2016 09:18,morning,weekday
Medialuna,11-11-2016 09:18,morning,weekday
Tea,11-11-2016 09:22,morning,weekday
Coffee,11-11-2016 09:25,morning,weekday
Coffee,11-11-2016 09:25,morning,weekday
Pastry,11-11-2016 09:25,morning,weekday
Keeping It Local,11-11-2016 09:25,morning,weekday
Coffee,11-11-2016 09:28,morning,weekday
Tea,11-11-2016 09:29,morning,weekday
Hot chocolate,11-11-2016 09:33,morning,weekday
Tea,11-11-2016 09:39,morning,weekday
Sandwich,11-11-2016 09:39,morning,weekday
Bread,11-11-2016 09:51,morning,weekday
Medialuna,11-11-2016 09:57,morning,weekday
Muffin,11-11-2016 09:57,morning,weekday
Brownie,11-11-2016 09:57,morning,weekday
Coffee,11-11-2016 10:03,morning,weekday
Muffin,11-11-2016 10:03,morning,weekday
Bread,11-11-2016 10:06,morning,weekday
Coffee,11-11-2016 10:07,morning,weekday
Medialuna,11-11-2016 10:07,morning,weekday
Coffee,11-11-2016 10:09,morning,weekday
Coffee,11-11-2016 10:09,morning,weekday
Medialuna,11-11-2016 10:09,morning,weekday
Coffee,11-11-2016 10:12,morning,weekday
Coffee,11-11-2016 10:18,morning,weekday
Hot chocolate,11-11-2016 10:18,morning,weekday
Brownie,11-11-2016 10:18,morning,weekday
Bread,11-11-2016 10:18,morning,weekday
Bread,11-11-2016 10:21,morning,weekday
Bread,11-11-2016 10:21,morning,weekday
Bread,11-11-2016 10:24,morning,weekday
Coffee,11-11-2016 10:31,morning,weekday
Brownie,11-11-2016 10:31,morning,weekday
Ella's Kitchen Pouches,11-11-2016 10:34,morning,weekday
Coffee,11-11-2016 10:34,morning,weekday
Coffee,11-11-2016 10:34,morning,weekday
Medialuna,11-11-2016 10:34,morning,weekday
Pastry,11-11-2016 10:34,morning,weekday
Jam,11-11-2016 10:35,morning,weekday
Bread,11-11-2016 10:38,morning,weekday
Ella's Kitchen Pouches,11-11-2016 10:44,morning,weekday
Coffee,11-11-2016 10:46,morning,weekday
Coffee,11-11-2016 10:46,morning,weekday
Muffin,11-11-2016 10:46,morning,weekday
Tea,11-11-2016 11:13,morning,weekday
Coffee,11-11-2016 11:13,morning,weekday
Truffles,11-11-2016 11:13,morning,weekday
Coffee,11-11-2016 11:14,morning,weekday
Pastry,11-11-2016 11:18,morning,weekday
Brownie,11-11-2016 11:18,morning,weekday
Brownie,11-11-2016 11:20,morning,weekday
Bread,11-11-2016 11:20,morning,weekday
Bread,11-11-2016 11:21,morning,weekday
Coffee,11-11-2016 11:21,morning,weekday
Bread,11-11-2016 11:23,morning,weekday
Pastry,11-11-2016 11:23,morning,weekday
Alfajores,11-11-2016 11:25,morning,weekday
Bread,11-11-2016 11:25,morning,weekday
Brownie,11-11-2016 11:31,morning,weekday
Muffin,11-11-2016 11:31,morning,weekday
Scandinavian,11-11-2016 11:31,morning,weekday
Coffee,11-11-2016 11:32,morning,weekday
Fudge,11-11-2016 11:34,morning,weekday
Tea,11-11-2016 11:41,morning,weekday
Brownie,11-11-2016 11:41,morning,weekday
Bread,11-11-2016 11:42,morning,weekday
Bread,11-11-2016 11:45,morning,weekday
Muffin,11-11-2016 11:45,morning,weekday
Scandinavian,11-11-2016 11:56,morning,weekday
Bread,11-11-2016 11:56,morning,weekday
Coffee,11-11-2016 11:56,morning,weekday
Bread,11-11-2016 12:02,afternoon,weekday
Coffee,11-11-2016 12:07,afternoon,weekday
Soup,11-11-2016 12:07,afternoon,weekday
Soup,11-11-2016 12:17,afternoon,weekday
Coffee,11-11-2016 12:19,afternoon,weekday
Bread,11-11-2016 12:19,afternoon,weekday
Coffee,11-11-2016 12:19,afternoon,weekday
Alfajores,11-11-2016 12:19,afternoon,weekday
Alfajores,11-11-2016 12:19,afternoon,weekday
Farm House,11-11-2016 12:21,afternoon,weekday
Farm House,11-11-2016 12:40,afternoon,weekday
Chimichurri Oil,11-11-2016 12:40,afternoon,weekday
Farm House,11-11-2016 12:55,afternoon,weekday
Sandwich,11-11-2016 12:58,afternoon,weekday
Soup,11-11-2016 13:05,afternoon,weekday
Bread,11-11-2016 13:05,afternoon,weekday
Coffee,11-11-2016 13:32,afternoon,weekday
Art Tray,11-11-2016 13:32,afternoon,weekday
Frittata,11-11-2016 13:32,afternoon,weekday
Sandwich,11-11-2016 13:32,afternoon,weekday
Scandinavian,11-11-2016 13:46,afternoon,weekday
Fairy Doors,11-11-2016 13:46,afternoon,weekday
Mineral water,11-11-2016 13:49,afternoon,weekday
Cookies,11-11-2016 13:49,afternoon,weekday
Brownie,11-11-2016 13:50,afternoon,weekday
Coffee,11-11-2016 13:50,afternoon,weekday
Coffee,11-11-2016 13:50,afternoon,weekday
Bread,11-11-2016 13:59,afternoon,weekday
Hearty & Seasonal,11-11-2016 13:59,afternoon,weekday
Hearty & Seasonal,11-11-2016 14:00,afternoon,weekday
Bread,11-11-2016 14:00,afternoon,weekday
Scandinavian,11-11-2016 14:15,afternoon,weekday
Focaccia,11-11-2016 14:15,afternoon,weekday
Fudge,11-11-2016 14:17,afternoon,weekday
Coffee,11-11-2016 14:20,afternoon,weekday
Tea,11-11-2016 14:20,afternoon,weekday
Cake,11-11-2016 14:20,afternoon,weekday
Coffee,11-11-2016 14:34,afternoon,weekday
Truffles,11-11-2016 14:40,afternoon,weekday
Coffee,11-11-2016 14:55,afternoon,weekday
Coffee,11-11-2016 14:55,afternoon,weekday
Brownie,11-11-2016 14:55,afternoon,weekday
Scandinavian,11-11-2016 14:56,afternoon,weekday
Muffin,11-11-2016 14:58,afternoon,weekday
Coffee,11-11-2016 14:58,afternoon,weekday
Soup,11-11-2016 15:08,afternoon,weekday
Coke,11-11-2016 15:08,afternoon,weekday
Hot chocolate,11-11-2016 15:08,afternoon,weekday
Fudge,11-11-2016 15:08,afternoon,weekday
Sandwich,11-11-2016 15:09,afternoon,weekday
Juice,11-11-2016 15:09,afternoon,weekday
Alfajores,11-11-2016 15:09,afternoon,weekday
Coffee,11-11-2016 16:08,afternoon,weekday
Alfajores,11-11-2016 16:08,afternoon,weekday
Brownie,11-11-2016 16:20,afternoon,weekday
Coffee,11-11-2016 16:20,afternoon,weekday
Hot chocolate,11-11-2016 16:20,afternoon,weekday
Coffee,11-11-2016 16:20,afternoon,weekday
Juice,11-11-2016 16:20,afternoon,weekday
Scandinavian,11-11-2016 16:29,afternoon,weekday
Coffee,11-11-2016 16:35,afternoon,weekday
Hot chocolate,11-11-2016 16:37,afternoon,weekday
My-5 Fruit Shoot,11-11-2016 16:37,afternoon,weekday
Cake,11-11-2016 16:37,afternoon,weekday
Soup,11-11-2016 16:39,afternoon,weekday
Sandwich,11-11-2016 16:39,afternoon,weekday
Tea,11-11-2016 16:39,afternoon,weekday
Alfajores,11-11-2016 16:39,afternoon,weekday
Alfajores,11-11-2016 16:39,afternoon,weekday
Mineral water,11-11-2016 16:40,afternoon,weekday
Bread,11-11-2016 16:52,afternoon,weekday
Scandinavian,11-11-2016 17:03,evening,weekday
Tea,11-11-2016 17:05,evening,weekday
Tea,11-11-2016 17:11,evening,weekday
Fudge,11-11-2016 17:13,evening,weekday
Scandinavian,11-11-2016 17:24,evening,weekday
Coffee,11-11-2016 17:33,evening,weekday
Coffee,11-11-2016 17:33,evening,weekday
Medialuna,12-11-2016 08:44,morning,weekend
Coffee,12-11-2016 08:44,morning,weekend
Bread,12-11-2016 09:03,morning,weekend
Bread,12-11-2016 09:14,morning,weekend
Pastry,12-11-2016 09:14,morning,weekend
Medialuna,12-11-2016 09:14,morning,weekend
Coffee,12-11-2016 09:14,morning,weekend
Pastry,12-11-2016 09:25,morning,weekend
Bread,12-11-2016 09:25,morning,weekend
Coffee,12-11-2016 09:38,morning,weekend
Coffee,12-11-2016 09:38,morning,weekend
Hot chocolate,12-11-2016 09:38,morning,weekend
Bread,12-11-2016 09:38,morning,weekend
Pastry,12-11-2016 09:38,morning,weekend
Medialuna,12-11-2016 09:38,morning,weekend
Coffee,12-11-2016 09:46,morning,weekend
Jam,12-11-2016 09:48,morning,weekend
Bread,12-11-2016 09:48,morning,weekend
Medialuna,12-11-2016 09:49,morning,weekend
Medialuna,12-11-2016 09:53,morning,weekend
Medialuna,12-11-2016 09:53,morning,weekend
Bread,12-11-2016 09:53,morning,weekend
Coffee,12-11-2016 09:59,morning,weekend
Coffee,12-11-2016 10:00,morning,weekend
Bread,12-11-2016 10:07,morning,weekend
Coffee,12-11-2016 10:09,morning,weekend
Muffin,12-11-2016 10:09,morning,weekend
Medialuna,12-11-2016 10:11,morning,weekend
Bread,12-11-2016 10:11,morning,weekend
Bread,12-11-2016 10:12,morning,weekend
Bread,12-11-2016 10:20,morning,weekend
Medialuna,12-11-2016 10:20,morning,weekend
Coffee,12-11-2016 10:23,morning,weekend
Pastry,12-11-2016 10:23,morning,weekend
Brownie,12-11-2016 10:23,morning,weekend
Medialuna,12-11-2016 10:24,morning,weekend
Scandinavian,12-11-2016 10:24,morning,weekend
Bread,12-11-2016 10:26,morning,weekend
Coffee,12-11-2016 10:28,morning,weekend
Muffin,12-11-2016 10:28,morning,weekend
Bread,12-11-2016 10:33,morning,weekend
Coffee,12-11-2016 10:34,morning,weekend
Medialuna,12-11-2016 10:40,morning,weekend
Muffin,12-11-2016 10:40,morning,weekend
Bread,12-11-2016 10:45,morning,weekend
Coffee,12-11-2016 10:53,morning,weekend
Alfajores,12-11-2016 10:57,morning,weekend
Bread,12-11-2016 10:57,morning,weekend
Scandinavian,12-11-2016 10:57,morning,weekend
Coffee,12-11-2016 11:01,morning,weekend
Bread,12-11-2016 11:03,morning,weekend
Medialuna,12-11-2016 11:05,morning,weekend
Coffee,12-11-2016 11:12,morning,weekend
Scandinavian,12-11-2016 11:12,morning,weekend
Coffee,12-11-2016 11:15,morning,weekend
Tea,12-11-2016 11:15,morning,weekend
Brownie,12-11-2016 11:15,morning,weekend
Truffles,12-11-2016 11:15,morning,weekend
Muffin,12-11-2016 11:15,morning,weekend
Tartine,12-11-2016 11:17,morning,weekend
Coffee,12-11-2016 11:17,morning,weekend
Coffee,12-11-2016 11:18,morning,weekend
Coffee,12-11-2016 11:18,morning,weekend
Alfajores,12-11-2016 11:21,morning,weekend
Scandinavian,12-11-2016 11:21,morning,weekend
Coffee,12-11-2016 11:29,morning,weekend
Medialuna,12-11-2016 11:29,morning,weekend
Hot chocolate,12-11-2016 11:29,morning,weekend
Coffee,12-11-2016 11:31,morning,weekend
Muffin,12-11-2016 11:31,morning,weekend
Alfajores,12-11-2016 11:31,morning,weekend
Farm House,12-11-2016 11:38,morning,weekend
Coffee,12-11-2016 11:38,morning,weekend
Coffee,12-11-2016 11:38,morning,weekend
Muffin,12-11-2016 11:38,morning,weekend
Brownie,12-11-2016 11:38,morning,weekend
Bread,12-11-2016 11:45,morning,weekend
Coffee,12-11-2016 11:45,morning,weekend
Medialuna,12-11-2016 11:45,morning,weekend
Farm House,12-11-2016 11:45,morning,weekend
Farm House,12-11-2016 11:47,morning,weekend
Scandinavian,12-11-2016 11:47,morning,weekend
Truffles,12-11-2016 11:50,morning,weekend
Bread,12-11-2016 11:50,morning,weekend
Coffee,12-11-2016 11:50,morning,weekend
Frittata,12-11-2016 12:00,afternoon,weekend
Soup,12-11-2016 12:00,afternoon,weekend
