Transaction,Item,period_day,month,day,hour,weekday_weekend
"one thousand, seven hundred and seventy-seven",dulce de leche,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-seven",coffee,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-seven",cake,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-seven",brownie,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-eight",hot chocolate,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-eight",coffee,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-eight",cake,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-nine",coffee,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-nine",medialuna,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and seventy-nine",alfajores,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty",coffee,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty",keeping it local,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty",farm house,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-one",bread,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-two",medialuna,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-two",truffles,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-three",cake,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-three",bread,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-three",tea,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-three",truffles,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-four",bread,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-five",coffee,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-five",brownie,afternoon,Nov,Sunday,fourteen,weekend
"one thousand, seven hundred and eighty-six",coffee,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-six",bread,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-seven",medialuna,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-seven",brownie,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-seven",tea,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-eight",bread,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-eight",scandinavian,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-nine",medialuna,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-nine",hot chocolate,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-nine",cake,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-nine",alfajores,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and eighty-nine",truffles,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety",brownie,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety",medialuna,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety",coffee,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-one",coffee,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-one",medialuna,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-one",truffles,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-two",cake,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-two",tea,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-three",mineral water,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-three",hot chocolate,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-three",cookies,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-three",cake,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-four",cookies,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-five",bread,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-six",hot chocolate,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-six",cake,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-seven",truffles,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-seven",farm house,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-seven",bread,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-eight",tea,afternoon,Nov,Sunday,fifteen,weekend
"one thousand, seven hundred and ninety-nine",farm house,evening,Nov,Sunday,eighteen,weekend
"one thousand, eight hundred",coffee,morning,Nov,Monday,seven,weekday
"one thousand, eight hundred and one",coffee,morning,Nov,Monday,eight,weekday
"one thousand, eight hundred and two",bread,morning,Nov,Monday,eight,weekday
"one thousand, eight hundred and three",coffee,morning,Nov,Monday,eight,weekday
"one thousand, eight hundred and four",coffee,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and five",bread,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and five",pastry,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and six",coffee,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and seven",coffee,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and seven",farm house,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and eight",keeping it local,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and eight",coffee,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and eight",coffee,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and nine",coffee,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and nine",medialuna,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and ten",coffee,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and eleven",coffee,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and eleven",pastry,morning,Nov,Monday,nine,weekday
"one thousand, eight hundred and twelve",tea,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and thirteen",coffee,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and thirteen",keeping it local,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and fourteen",pastry,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and fourteen",coffee,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and fourteen",smoothies,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and fifteen",coffee,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and fifteen",muffin,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and fifteen",medialuna,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and sixteen",coffee,morning,Nov,Monday,ten,weekday
"one thousand, eight hundred and seventeen",coffee,morning,Nov,Monday,eleven,weekday
"one thousand, eight hundred and eighteen",coffee,morning,Nov,Monday,eleven,weekday
"one thousand, eight hundred and nineteen",coffee,morning,Nov,Monday,eleven,weekday
"one thousand, eight hundred and nineteen",tea,morning,Nov,Monday,eleven,weekday
"one thousand, eight hundred and nineteen",farm house,morning,Nov,Monday,eleven,weekday
"one thousand, eight hundred and nineteen",brownie,morning,Nov,Monday,eleven,weekday
"one thousand, eight hundred and twenty",coffee,morning,Nov,Monday,eleven,weekday
"one thousand, eight hundred and twenty-one",coffee,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-one",bread,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-one",coffee,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-one",keeping it local,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-two",tea,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-three",coffee,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-three",bread,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-four",farm house,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-five",coffee,afternoon,Nov,Monday,twelve,weekday
"one thousand, eight hundred and twenty-six",sandwich,afternoon,Nov,Monday,thirteen,weekday
"one thousand, eight hundred and twenty-seven",farm house,afternoon,Nov,Monday,thirteen,weekday
"one thousand, eight hundred and twenty-seven",scandinavian,afternoon,Nov,Monday,thirteen,weekday
"one thousand, eight hundred and twenty-eight",coffee,afternoon,Nov,Monday,thirteen,weekday
"one thousand, eight hundred and twenty-nine",coffee,afternoon,Nov,Monday,thirteen,weekday
"one thousand, eight hundred and twenty-nine",cake,afternoon,Nov,Monday,thirteen,weekday
"one thousand, eight hundred and thirty",bread,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty",tea,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-one",truffles,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-two",bread,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-two",fudge,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-two",medialuna,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-two",pastry,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-three",bread,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-four",tea,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-four",brownie,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-four",cake,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-five",juice,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-five",medialuna,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-six",tea,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-six",cake,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-seven",coffee,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-seven",tea,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-seven",sandwich,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-seven",medialuna,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-seven",bread,afternoon,Nov,Monday,fourteen,weekday
"one thousand, eight hundred and thirty-eight",alfajores,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and thirty-nine",coffee,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and thirty-nine",coffee,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty",cookies,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty",my-5 fruit shoot,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty",coffee,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty",keeping it local,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty-one",hot chocolate,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty-one",hot chocolate,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty-one",bread,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty-one",alfajores,afternoon,Nov,Monday,fifteen,weekday
"one thousand, eight hundred and forty-two",bread,afternoon,Nov,Monday,sixteen,weekday
"one thousand, eight hundred and forty-three",farm house,afternoon,Nov,Monday,sixteen,weekday
"one thousand, eight hundred and forty-four",coffee,afternoon,Nov,Monday,sixteen,weekday
"one thousand, eight hundred and forty-four",juice,afternoon,Nov,Monday,sixteen,weekday
"one thousand, eight hundred and forty-four",pastry,afternoon,Nov,Monday,sixteen,weekday
"one thousand, eight hundred and forty-five",cookies,afternoon,Nov,Monday,sixteen,weekday
"one thousand, eight hundred and forty-six",brownie,afternoon,Nov,Monday,sixteen,weekday
"one thousand, eight hundred and forty-seven",coffee,morning,Nov,Tuesday,eight,weekday
"one thousand, eight hundred and forty-seven",medialuna,morning,Nov,Tuesday,eight,weekday
"one thousand, eight hundred and forty-eight",keeping it local,morning,Nov,Tuesday,nine,weekday
"one thousand, eight hundred and forty-eight",coffee,morning,Nov,Tuesday,nine,weekday
"one thousand, eight hundred and forty-nine",tea,morning,Nov,Tuesday,nine,weekday
"one thousand, eight hundred and fifty",tea,morning,Nov,Tuesday,nine,weekday
"one thousand, eight hundred and fifty",medialuna,morning,Nov,Tuesday,nine,weekday
"one thousand, eight hundred and fifty-one",scandinavian,morning,Nov,Tuesday,nine,weekday
"one thousand, eight hundred and fifty-one",bread,morning,Nov,Tuesday,nine,weekday
"one thousand, eight hundred and fifty-two",scandinavian,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-two",bread,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-three",pastry,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-three",keeping it local,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-three",coffee,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-three",hot chocolate,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-four",bread,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-five",coffee,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-six",bread,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-seven",coffee,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-seven",cookies,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-eight",coffee,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-eight",coffee,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-eight",pastry,morning,Nov,Tuesday,ten,weekday
"one thousand, eight hundred and fifty-nine",tea,morning,Nov,Tuesday,eleven,weekday
"one thousand, eight hundred and sixty",coffee,morning,Nov,Tuesday,eleven,weekday
"one thousand, eight hundred and sixty",brownie,morning,Nov,Tuesday,eleven,weekday
"one thousand, eight hundred and sixty",bread,morning,Nov,Tuesday,eleven,weekday
"one thousand, eight hundred and sixty-one",sandwich,afternoon,Nov,Tuesday,twelve,weekday
"one thousand, eight hundred and sixty-one",coke,afternoon,Nov,Tuesday,twelve,weekday
"one thousand, eight hundred and sixty-two",cake,afternoon,Nov,Tuesday,twelve,weekday
"one thousand, eight hundred and sixty-two",bread,afternoon,Nov,Tuesday,twelve,weekday
"one thousand, eight hundred and sixty-two",tea,afternoon,Nov,Tuesday,twelve,weekday
"one thousand, eight hundred and sixty-two",medialuna,afternoon,Nov,Tuesday,twelve,weekday
"one thousand, eight hundred and sixty-three",bread,afternoon,Nov,Tuesday,twelve,weekday
